ProbeID,GSM1920450,GSM1920411,GSM1920405,GSM1920406,GSM1920407,GSM1920408,GSM1920415,GSM1920447,GSM1920448,GSM1920413,GSM1920423,GSM1920452,GSM1920410,GSM1920412,GSM1920414,GSM1920416,GSM1920417,GSM1920418,GSM1920419,GSM1920422,GSM1920409,GSM1920451,GSM1920454,GSM1920456,GSM1920449,GSM1920420,GSM1920453
cg22851420,0.150063679372814,0.161099479522744,0.104428971470771,0.112899611950556,0.086548546012736,0.250799258467152,0.130708875363132,0.203546072199132,0.129317651203222,0.212460360500871,0.169595054439944,0.19301482738177,0.218421748567861,0.0958301259999239,0.126278120531914,0.138685488584565,0.158045337670085,0.226522457725462,0.302545581189292,0.209286180616858,0.136529552202694,0.0963353954640301,0.101563668343014,0.242614627292343,0.124197993646816,0.107085449188019,0.158607214281751
cg24107728,0.46955003199125,0.454157774029105,0.638839146577694,0.631920002938362,0.729219503023695,0.483710732178525,0.544713695452559,0.398964637135997,0.490970309988145,0.51691019294752,0.545871126996019,0.517976151336756,0.613012365627668,0.476383575386561,0.586077749710786,0.67728946686375,0.537742136499714,0.600687559911194,0.574559742544661,0.496344047128459,0.523379138091679,0.463837245284634,0.535418973481971,0.513739971077062,0.472209516610281,0.522288289429106,0.561046628259847
cg14614643,0.574234898599826,0.670029832071031,0.88704771572047,0.8293978736344,0.753187028802975,0.803943794549248,0.800011104275728,0.658823520889957,0.74332904032634,0.721343932920221,0.525750561617661,0.786459477132446,0.753245688914069,0.843244870398537,0.824633099640799,0.835151958885376,0.768697402473173,0.480399040530776,0.761284929769572,0.821957906414672,0.777451932571103,0.790526805977179,0.829898995054785,0.835125345349114,0.854148398139952,0.854651874330779,0.568362494079957
cg00257455,0.0622889786254429,0.0599227949541494,0.0538857719014862,0.0466702578522459,0.0741518428098101,0.105518660348413,0.0644049958984774,0.0445012599973255,0.0447259099277622,0.0409155176616001,0.0627027527639767,0.0401202425941513,0.0504374756923087,0.0500570924110765,0.0673899338499503,0.0542655205453132,0.0597101975750609,0.0426521145888011,0.0628864151936197,0.0700204427655556,0.0680051062311204,0.0437999040065787,0.0718534165380108,0.104394914260556,0.0691435533753986,0.0913782359003945,0.0659504042978852
cg23045908,0.0895767541469599,0.0515120237677565,0.0495831412916468,0.0545508532844902,0.0366458066078557,0.240414863741829,0.0963639967865913,0.094829231927785,0.0666137771958126,0.0660933622781735,0.0844953712863306,0.0729248112179985,0.0585757231065072,0.0642193546224187,0.0631097095905853,0.0979964102037507,0.0877874589466534,0.0855940274536254,0.145590201404865,0.0809482403400952,0.0668477325746134,0.067557244912487,0.0827497407480873,0.134419082902089,0.124253614352431,0.14992247636654,0.0590359828160723
cg15201877,0.0838331970711505,0.0706900220731119,0.0638433388086826,0.086121081965311,0.0940817481170926,0.144715145813063,0.109286215450511,0.12889842217073,0.122787881887642,0.0937272692653979,0.128023263060048,0.111366898583374,0.113897102185504,0.0755520898156271,0.0767864428536469,0.118658633866623,0.0803055780332668,0.140364969324047,0.0931264220034553,0.128129847017728,0.0810002764444124,0.100663481886403,0.0846008358611154,0.19192364466024,0.0991712135819128,0.0838563388036674,0.0996928950881511
cg18933331,0.681348599950754,0.685572796212128,0.632086805199538,0.615751123819047,0.537917377784997,0.632930258422451,0.462734020390719,0.519800451546956,0.619032236053598,0.530695188507458,0.509791648141412,0.627236850986444,0.574104245156273,0.592959214227727,0.648116846756946,0.560100169302198,0.571869219800369,0.420251624606364,0.636970222114805,0.554103783815765,0.62739901973081,0.598428894553702,0.61201959719869,0.58048362020281,0.691373534193815,0.651769395441176,0.482258048967566
cg05675373,0.062261119424463,0.0522018179448817,0.0840626998096757,0.0797751251512661,0.0918848915006935,0.075125576290205,0.0609474088612135,0.18445636295421,0.118775549618085,0.106390651851314,0.124411581612568,0.129870383567475,0.0951656528938381,0.0761227400535149,0.072662765117708,0.0864265365868284,0.110052731588409,0.141259312150349,0.0863635076250784,0.0888504383339617,0.0802866207675773,0.0794448373870348,0.0839394855286084,0.0888768375864247,0.0830004328271781,0.118938822540903,0.138075078406368
cg19269039,0.334982010344012,0.365952023545585,0.3344441947131,0.358255474491792,0.36958144472363,0.471913615619244,0.456659356769588,0.319978273395303,0.313901670434537,0.363290435956545,0.307139982984554,0.385737937326384,0.392057053652879,0.353533718951325,0.365038452206991,0.421382267836076,0.336574321194135,0.362469401939626,0.472890787918416,0.317088294400327,0.346905044941836,0.341852245412796,0.396992987245096,0.357943256804091,0.465546540926367,0.45941273329767,0.349659705943409
cg16008966,0.745616658959559,0.718569396893642,0.695848273137088,0.674221633501083,0.544120859641621,0.662393490661358,0.669923567077118,0.590140079595159,0.640942073438625,0.646529866153908,0.489551574618811,0.699585771295995,0.590956862350152,0.628139953681332,0.691874590823805,0.645213564411634,0.611762349125585,0.512886523480671,0.713784471086585,0.539685187761214,0.801274544297035,0.653734856716415,0.729978219100908,0.579657484883532,0.849090372767008,0.7468629716202,0.651290888688984
cg14565725,0.111037908522234,0.0611828608503565,0.0444224829561678,0.06249732099704,0.050988582031161,0.104108477925891,0.0707130185765546,0.147860502667172,0.100227644735303,0.120980407923896,0.108163467477535,0.109919987389808,0.0807212350711909,0.057540734217871,0.0552695939922813,0.0627095639440943,0.0614970546063519,0.0978363298430512,0.0786352647564741,0.111685391807786,0.079092851860921,0.0770322576077121,0.0742893595920711,0.146209490796445,0.0849538915535662,0.0804406898556975,0.0824354111132399
cg05940231,0.14032696808707,0.0574859432815582,0.0534955429986289,0.0494623432300636,0.0534604926736296,0.0653840007114388,0.0496946428072905,0.138730127976906,0.118470514601432,0.137769930894528,0.121912757665771,0.118010408747918,0.112711514547297,0.0793796923028928,0.0699291381166585,0.117332738927833,0.0887960457175354,0.0796521588791266,0.0962429405963851,0.0983111210072103,0.137212473429687,0.165289687159811,0.131695554538258,0.126896836993735,0.162239479914816,0.145107618183166,0.14522939834674
cg03984502,0.930791204334171,0.787687622735008,0.903815621192929,0.914078511061984,0.94806945913594,0.879679268396933,0.848457257666127,0.917488586466071,0.835674051103387,0.865159957109355,0.90495441516337,0.955008046362424,0.893728964637988,0.889150137733031,0.885810178273323,0.887938279602867,0.927914838867864,0.9241223948756,0.881025857498043,0.876538934061706,0.80779884232618,0.898935055784799,0.808597685036297,0.890862103810556,0.788050900632384,0.849830121342626,0.911680758238222
cg25256723,0.818335761291465,0.731814950919552,0.70234679621062,0.732470441149821,0.666378380580092,0.681795755926282,0.759005016252026,0.713150876945996,0.793133054923664,0.656286297688159,0.612093592386996,0.780239756479692,0.713540349055682,0.660765649006357,0.722687859918052,0.725631594939441,0.663850441582059,0.573025818364105,0.717420414960257,0.666535143268461,0.815698436900084,0.818426116445107,0.785467308286595,0.736267915892983,0.846381135180489,0.658999882409979,0.697557361120168
cg16054275,0.597920430848474,0.565853202176567,0.553625017536728,0.539914123495944,0.501911914285444,0.543148787842488,0.544326890011311,0.479510856052156,0.525947515909874,0.479639093399398,0.43602558314338,0.523614202354358,0.543180342895209,0.477650683069309,0.559289971430303,0.547327077119267,0.47656767052125,0.356081768512675,0.601306323878082,0.471566318897046,0.656641255935218,0.59267931534906,0.631829457149781,0.534261064324497,0.700745327801117,0.535505525637555,0.438593390674303
cg01459453,0.961665209943857,0.926287351234257,0.952472208521656,0.938653507172037,0.957860958119774,0.974577224324866,0.884559714597196,0.82865054705365,0.842290709170552,0.952991675696585,0.971280248740446,0.917632345558125,0.93405597006301,0.962568101850306,0.896116867338491,0.928483145377828,0.940419382117417,0.848859176866408,0.931445751977921,0.951487655683203,0.988917747872666,0.82487272082688,0.944241713731052,0.983069381456003,0.899969859526426,0.93802076298215,0.803463798229698
cg16599143,0.855661168083434,0.755769598058692,0.813669464095323,0.767774068340723,0.737569556474383,0.704943821409316,0.785998747196313,0.761149882489118,0.852229854025447,0.741159363320071,0.552375151875922,0.735875669220381,0.749964970516637,0.752724584058073,0.752374516881734,0.738433485020643,0.638780470169637,0.776397811078709,0.741045299481892,0.589495129148034,0.83340757683225,0.82770075501708,0.888567816590848,0.665865158593403,0.787230849698955,0.734836306326763,0.899074420464158
cg02275294,0.0809398695771356,0.0183472401272324,0.0312273481886212,0.0302660399405911,0.0225249635479043,0.0603148210812608,0.0633762444982067,0.0892573831585104,0.0697331824225922,0.034099698564047,0.0171179714636982,0.0784721473268529,0.0292422172910982,0.0173095735588176,0.0234398263172812,0.0193167482996398,0.0191543675779343,0.0287213984089581,0.0217513339784157,0.0316605801256417,0.0307496394126946,0.0651235723976546,0.0345791046627906,0.0733403227255965,0.135888989190208,0.0837858984302585,0.0926541715831446
cg21870884,0.177046150559142,0.0577811014935231,0.0612088783705482,0.0823256006679938,0.0863086237955227,0.139197639238211,0.194893972492525,0.219742321202856,0.191979488972045,0.118820656130176,0.107898606232251,0.233621314045153,0.084511843951547,0.0538792649482753,0.081651782125196,0.0952893900607646,0.0796132889964387,0.184339774424601,0.0681113386626527,0.11329007110823,0.111476076018962,0.193440505044004,0.073152011576627,0.157415601739645,0.142245086687008,0.0741198136539754,0.217656833297878
cg10501210,0.957098504561662,0.956206006632722,0.963669795620443,0.965263630999852,0.957584055820412,0.951610781605126,0.959506423065652,0.899617561699884,0.950376714962043,0.954649482862642,0.957169035828211,0.941190323960676,0.962045731666476,0.955942510080311,0.971173289137798,0.963934791587077,0.961533537525126,0.808279461864087,0.963980349507932,0.96786332361108,0.963661235189448,0.93990268489201,0.967364884001945,0.968617599350378,0.971577359948011,0.964098476105423,0.821764690760174
cg02901139,0.160932837901159,0.05893320189118,0.0534247017090468,0.0463277921559343,0.0335211612863993,0.0704902285494929,0.0781298768990176,0.0767348963183271,0.115271351519213,0.0598355828833907,0.0563328714807902,0.143506662591449,0.0503009660076144,0.0702440753289053,0.0535066331889049,0.0456938698661997,0.0388849258559939,0.0538050220388889,0.0847386208384969,0.0668082120606718,0.0855522481746559,0.130623228190773,0.114450702823659,0.121840985205635,0.233054377635254,0.0790877962657919,0.0947826281852259
cg11298786,0.0584065646368688,0.0645891055503317,0.0865158760639276,0.0592432820402751,0.0572219472374268,0.067259576519518,0.0990342229726552,0.0615506851839202,0.102543699587935,0.0804101753659835,0.0614133180884057,0.0835543635882302,0.129197449092397,0.0668119947837099,0.0527422605274886,0.0943284661296452,0.087297313562504,0.140496695500689,0.10049156831869,0.10291406085415,0.0720813977498601,0.0965413013574326,0.0594739871403791,0.0626176676987672,0.0729276787431373,0.0970930527930543,0.0731477034535277
cg09809672,0.822733778673069,0.712484899105325,0.65328390617473,0.444743746881026,0.466025258821055,0.609592819721029,0.488984523155483,0.53899149685782,0.684154029142149,0.507041833339613,0.503878436508135,0.665113092506331,0.512047626995012,0.538222276694749,0.615084149876107,0.462754868775648,0.422539135359726,0.24160118881219,0.596438497331607,0.465935443554592,0.681392904689937,0.704412712430806,0.725370641614672,0.549260121263674,0.878906533512297,0.694203183830442,0.521578494167726
cg05940691,0.937371576619318,0.952326295636946,0.956770991601095,0.960318745724969,0.950473659780799,0.943393170640289,0.955299634958053,0.946598609943742,0.950135392084027,0.956424880187672,0.961044309517944,0.957700612394935,0.960229556899195,0.953521930432173,0.959495171412282,0.955356002265054,0.960871156684481,0.95394215105228,0.958316027453589,0.962388721743893,0.948857792399879,0.909896804199615,0.957406803581589,0.959742274367609,0.962168553717871,0.942195404310032,0.941912119878909
cg12869659,0.142291951384617,0.045653078223134,0.0439838066034201,0.0546150314649045,0.0483525987706355,0.225222536087405,0.202484033373409,0.0880199486699593,0.0796490243933158,0.12534130254448,0.0605078459090855,0.0740143433450142,0.0670834095403041,0.0492727968248347,0.0346430138279861,0.0628023624486834,0.0770502391743181,0.0780116113614349,0.0286394565030531,0.248409979940916,0.10707900808071,0.109019947396775,0.0505563238232711,0.36525805930561,0.0621774501628168,0.0732167628521667,0.0844589898412779
cg23028740,0.984047826802613,0.979663881150094,0.987079714831839,0.984134511952865,0.976244935592913,0.985101319918659,0.978078145471418,0.978912766600193,0.968450307402977,0.974736969026845,0.983397357097294,0.980907672309656,0.980844394723343,0.977746191848055,0.974224553667923,0.973840103066876,0.979618083158053,0.978894350666393,0.98373519582576,0.982045262461311,0.981375291841238,0.982158871486988,0.982035371890027,0.982936149186739,0.980703067092354,0.97829994499035,0.973742933490796
cg10959651,0.22806468205197,0.171197733746607,0.187290420039643,0.151588216352055,0.171072256771132,0.20852281719785,0.269110489700055,0.251393724376413,0.217613516033596,0.23819633606281,0.20289573198985,0.24795098891922,0.0953127533898411,0.286818666685732,0.241099351364537,0.211348513321457,0.20821650651495,0.117569539180948,0.235731373126769,0.211349170961823,0.222018580376188,0.270138632870091,0.299816939158548,0.25828367896949,0.299322832894476,0.377649485427487,0.224686137417607
cg00522231,0.751848752088315,0.976884254922826,0.913750672797731,0.803481338859957,0.61488248627138,0.944303723515735,0.750060352054892,0.965878664334919,0.953341532058921,0.835185148010306,0.780664541408398,0.873607647559391,0.793497058857405,0.9411621662873,0.960517309270378,0.837506041743322,0.948651544691889,0.970533462685097,0.965776512234164,0.846101601037407,0.947197445867979,0.955968122393458,0.968341857013266,0.791197476374804,0.961263986030433,0.972188686357633,0.949878345045669
cg01752203,0.764633983918425,0.634825944446244,0.678903734011742,0.61209869007127,0.606148427084993,0.569746814755752,0.678290452379736,0.72372785678336,0.770491927885156,0.606889044723855,0.642040912309138,0.74537088136501,0.671210369801904,0.671818605274426,0.585126471110407,0.627915863097638,0.628332538288215,0.634374549027296,0.600827736013212,0.634061701733508,0.729373337571429,0.78146427645847,0.722194237664307,0.70318286843694,0.77074571261727,0.681220659111263,0.889301935489734
cg23643435,0.0611974608667748,0.0164111223882268,0.024022071912781,0.0200865344738823,0.0231267690078303,0.0329275491165461,0.0244655120785173,0.171936333870916,0.0850798976473401,0.018673936109381,0.0313843010807939,0.0975558178554636,0.0161487094486335,0.0180791257611414,0.0196001272379589,0.0183939936428727,0.0160535331281697,0.0198316516527309,0.0171969831284177,0.0230850034065755,0.0185592593301102,0.0502571656788145,0.0166073390303451,0.0294451423374251,0.0893436105488585,0.0198669297877002,0.0658601653702859
cg01243072,0.6740083832455,0.797805297820213,0.703671498084558,0.586197026032797,0.654898358244043,0.696648754315834,0.624213212631891,0.663958914664656,0.63924745328651,0.557642756367188,0.593190902885286,0.648831903054294,0.691281527308397,0.629806812693536,0.813296616284073,0.783034917979969,0.643987896575492,0.550111052275828,0.79607167694989,0.60839944755911,0.714954413855324,0.696151595353709,0.802363569384721,0.611920336236863,0.867757203902233,0.851804796970039,0.61753098185849
cg07589899,0.210772167053254,0.0595629481407953,0.187871105767127,0.0682425536956223,0.0518915918979297,0.0797985471389372,0.0825187333174885,0.481500331231141,0.432443006614445,0.149372885033999,0.0772940667827408,0.391866817397705,0.0788106041887557,0.0999866076069143,0.0805626514655656,0.152701026156103,0.132683497984835,0.171567588857617,0.11693467962317,0.0996275254386009,0.218555727381722,0.206280534106656,0.17282014714105,0.139484699429848,0.330931611472746,0.0634700491757996,0.596356036336358
cg10855531,0.249682234396482,0.386498881278418,0.264264230059668,0.235868346707568,0.143906133923455,0.38077133392071,0.263795618494473,0.246767565301139,0.241245948782879,0.297570874964508,0.245493790102699,0.245037910905343,0.20229085592057,0.276522021883843,0.315297979952792,0.22435952014436,0.264547239987773,0.186591372539389,0.317204995730763,0.227429210400869,0.324107671509563,0.213895704342436,0.328263647967798,0.340507935707516,0.373711649284042,0.406985317950792,0.206521847758849
cg22943590,0.914512522799825,0.942318254687578,0.963752277902571,0.916953323259151,0.917200232275249,0.949441559127774,0.948324283769369,0.875491182134709,0.947981503339271,0.916936422271935,0.765077671040569,0.944569808644315,0.927191455018621,0.956416853003141,0.963457323386476,0.909110824766019,0.951175505177527,0.738431797274115,0.945806747346911,0.917653293562915,0.928238640551526,0.919242435559184,0.95700151442543,0.952824308925469,0.97317576839069,0.943416518082175,0.6724084782795
cg23398076,0.0602479927299337,0.0382546855749606,0.0358340230641963,0.0373925292471462,0.0414648702136513,0.0436780566499498,0.0377689865220348,0.0755954442470527,0.0592914415958449,0.0595302960891755,0.0555274985295197,0.0501042352366237,0.043374899386568,0.039199862028129,0.041902690891706,0.0363043231819845,0.0381005284738689,0.0570821098743478,0.0441050147667809,0.0480060760685676,0.0513057301390535,0.0680238628752156,0.0365631982081829,0.0427515846631313,0.0531177264159907,0.0464997039745662,0.0452941860328285
cg12082609,0.417502357015169,0.342373931417752,0.247505541931465,0.211770306059766,0.257001925501302,0.298415639015645,0.257282963695527,0.392817889911488,0.351164668175552,0.242694349315033,0.241563533411824,0.271251841462185,0.238849963472949,0.259481017781151,0.310592514449775,0.174989777527169,0.29922239378317,0.249043040404303,0.272436054837941,0.428166342904182,0.355654417364618,0.324854133127778,0.337644503857055,0.37380092219322,0.383950662208296,0.274910423000906,0.260663466726199
cg01447660,0.34925727454447,0.287654760567305,0.321806340660536,0.264388222793411,0.264141051582131,0.33715465895918,0.283248532159818,0.236587622128095,0.318484527615674,0.284270492463837,0.199636377013432,0.28497233256117,0.22689988852021,0.25592977139106,0.270547526497492,0.290903420694442,0.248831300613099,0.177396357924973,0.340471904608131,0.234737776123285,0.356499890376904,0.31403539628117,0.32442597210322,0.333024093789085,0.465895063202698,0.365841489236584,0.279503045012027
cg02085953,0.433623967279803,0.538439528740821,0.568009400144888,0.474145078086743,0.493639447001813,0.456856362757782,0.450661542446621,0.409623402578249,0.428889509150644,0.439433170632162,0.429654461181309,0.407616944028075,0.476631074471747,0.475670523022169,0.552092112254929,0.482469532959418,0.460435817347827,0.380261720199433,0.528496478255778,0.430234997008737,0.527598608525154,0.437254012423561,0.534085434318381,0.44468636972299,0.582982215065223,0.539362462401139,0.37917780002139
cg15149655,0.0429118118698418,0.0205689319959878,0.0224560902318251,0.0224210039320446,0.0240715310456949,0.0507871600387624,0.0307145782022052,0.167281992980354,0.121162586453003,0.0350485779377119,0.0445851169482323,0.138048900877935,0.0268454687078609,0.0274850624661624,0.0222009019993041,0.0222482619466746,0.0225827679046204,0.0988417868514951,0.0282214858468591,0.080673791236244,0.0275679281379396,0.0422241114636331,0.0236673553507667,0.0469130991856246,0.0536053152744542,0.0262949932204923,0.0785143888368941
cg22809047,0.754615554027718,0.522101948171264,0.496610145714316,0.540567455392452,0.506947799473708,0.632084674570381,0.571521251026372,0.808884168691345,0.722788261784488,0.554915475270318,0.565143104601514,0.743775913505618,0.559895395913536,0.496530596781613,0.499727119529409,0.525040170198691,0.50836770559496,0.574252846886118,0.512847741845458,0.565226458757688,0.596965673448351,0.663554724336027,0.524658908532202,0.648614195255779,0.776907068156778,0.533614058022542,0.830921194696366
cg06639320,0.242944841026152,0.0787217539711434,0.161560327850763,0.205784841059825,0.251165576116531,0.215753462331881,0.261180825619095,0.36273093557013,0.269662646275796,0.224328025162204,0.28135974205386,0.298893053559122,0.243193866863869,0.170050027074029,0.117237014488734,0.23143635252284,0.214037588421484,0.413975863293707,0.219264561994592,0.203482107419599,0.150032346173102,0.262761403356186,0.159967995743692,0.265300561511897,0.217371255635565,0.153426600966631,0.394162220608077
cg22454769,0.256101443186205,0.0552716475769441,0.14574292033639,0.169106262714463,0.215224076339944,0.223313421267187,0.257721110216776,0.458275928269942,0.438132766012286,0.224228780663013,0.304164580951663,0.369625021594716,0.241936431773633,0.159861491918658,0.0713798594796274,0.250455282298138,0.196538268265466,0.534457272856378,0.246670909160778,0.189527542892241,0.0769766635443496,0.314244367562352,0.11770799434332,0.243151671926028,0.232297093164561,0.119916904475493,0.489604495283369
cg00017842,0.715025582877793,0.717366198825192,0.752622784462519,0.767914652082511,0.7668809516045,0.655882445018488,0.713732176435338,0.695329960425871,0.703005657205472,0.685628662899066,0.70807926072457,0.761331048685716,0.758987645155274,0.688270014030309,0.763711452777709,0.722417916016438,0.734854402689709,0.732519495823892,0.777022828145779,0.602263766942029,0.772007230957431,0.811189063589784,0.784313410830526,0.603611305956019,0.766949988847602,0.74771755743453,0.79943910720782
cg23606718,0.0423591389763256,0.0744664487344919,0.0660894339477165,0.0832178437445172,0.0786565697673907,0.119011859861037,0.110134572924859,0.1323530193785,0.0572473920098173,0.0850489297207129,0.116955944940605,0.0662950965245476,0.0744161662350664,0.0664397067959228,0.0780841825570884,0.0665456567427107,0.0846496084029691,0.186794450403912,0.054481560468141,0.13841332008841,0.0476554189815321,0.0483429306159889,0.0812468241337955,0.135959128971437,0.106535159854345,0.0838072987522121,0.0823847871927656
cg22061831,0.0169151510918795,0.0157270127554431,0.0160052684414489,0.0149439247356897,0.0182915867511476,0.0347287487792628,0.0154252658314501,0.0225644170376964,0.0194209193472206,0.0259133529847065,0.0207792337226477,0.0287500365644983,0.0146438274927717,0.0192885794335893,0.014732353069711,0.0180369818655588,0.0190394395232435,0.0197537338592377,0.0222422177320488,0.023423460533557,0.0197656171397966,0.0374966592129421,0.0212596866641848,0.0278434642095632,0.0160483673859,0.0203319025712795,0.0217846946909664
cg12757011,0.190733839148286,0.159145536315361,0.154539602533625,0.162103722862964,0.181466307582338,0.223052294580878,0.211199446898108,0.29685015485766,0.212502312559212,0.215126829338804,0.260239135096357,0.217525666965564,0.214070000987761,0.176490329272921,0.201058499686147,0.217220397979069,0.222487059736192,0.297443739281963,0.177873105604266,0.253077689043338,0.187768761788226,0.196747852083181,0.184200008273729,0.240869159550321,0.185995638450473,0.174514342548674,0.228868378936437
cg01620164,0.854176175147088,0.93212558454227,0.788289269649139,0.767476029823147,0.761529527202354,0.759621842359403,0.853409354485188,0.62069757958333,0.802331206580719,0.78878132055951,0.743436541764944,0.844642451487092,0.765972332062781,0.801386279579598,0.7635613837857,0.76388045319658,0.729530203334016,0.712606109963105,0.770779817197395,0.723537570379526,0.930462139404178,0.767806125170212,0.821286046323708,0.923923610305335,0.849006767212191,0.797360815956538,0.814994403846082
cg12105450,0.0532538075323477,0.0209760037207951,0.0190422351224462,0.0300547895118444,0.0226940681166427,0.0560140801729401,0.0382245335603902,0.0345387936967788,0.0236257601938834,0.0275153608932491,0.0222067279112245,0.0375292811020143,0.0240421939243001,0.0264011626048991,0.0185498330226508,0.0207372605656706,0.0192440290707739,0.032374698859496,0.0214014925725287,0.0661482277925977,0.0411797882014413,0.0303337832175454,0.0228787434716848,0.0809693259002584,0.0258284806355777,0.0334733248255921,0.0594995176641598
cg00760938,0.91123300717061,0.79329944297063,0.90675145829193,0.959263479490283,0.953815355116237,0.806721017427337,0.935690733703208,0.912053713061222,0.927870217140671,0.906777238395986,0.932136004691111,0.914086404273954,0.904638314328958,0.844625820904151,0.833252230377658,0.894118761803388,0.908790546312563,0.941090928062038,0.793902250618331,0.903671682598324,0.873792260273877,0.927055519622681,0.80617635752033,0.852450231582006,0.737734307210783,0.742376458283907,0.885344274562522
