ProbeID,GSM1013208,GSM1013200,GSM1013198,GSM1013205,GSM1013206,GSM1013207,GSM1013199,GSM1013180,GSM1013175,GSM1013229,GSM1013176,GSM1013181,GSM1013182,GSM1013177,GSM1013178,GSM1013183,GSM1013213,GSM1013221,GSM1013214,GSM1013222,GSM1013223,GSM1013215,GSM1013224,GSM1013187,GSM1013233,GSM1013192,GSM1013188,GSM1013231,GSM1013193,GSM1013194,GSM1013189,GSM1013232,GSM1013190,GSM1013195,GSM1013196,GSM1013197,GSM1013191,GSM1013201,GSM1013209,GSM1013234,GSM1013210,GSM1013211,GSM1013202,GSM1013235,GSM1013203,GSM1013212,GSM1013204,GSM1013216,GSM1013217,GSM1013225,GSM1013218,GSM1013226,GSM1013219,GSM1013236,GSM1013220,GSM1013227,GSM1013184,GSM1013228,GSM1013185,GSM1013186,GSM1013179,GSM1013230
cg18983672,0.961746151535157,0.965993937296357,0.965094934827781,0.960236835214618,0.961991143328318,0.966308517361034,0.947519044299199,0.945712112350788,0.591511628122933,0.959440604294405,0.955621573556448,0.933468739975437,0.717861418603609,0.964981513579337,0.94910902148768,0.957659123422323,0.968195568034142,0.96508943366686,0.963085994119035,0.967499007957301,0.974298149339023,0.965666460719833,0.956368205995589,0.934635807206363,0.940766364716835,0.952600603446277,0.957803258781353,0.955339294090327,0.955455911523335,0.950062994781804,0.864715418084836,0.913971324628422,0.964215237101803,0.959973614049709,0.946637598515946,0.956297926505739,0.968021773216305,0.95300483989769,0.955755221689281,0.958648148465848,0.950736768092655,0.960025083702051,0.965601296559226,0.960315011233592,0.965306821681503,0.964857197505433,0.969943979252055,0.964168925869501,0.946771679877734,0.835361561890736,0.965670730012239,0.961924775277368,0.961872203372121,0.96575077232904,0.967729243425704,0.968742336649776,0.952112909196896,0.78979581929612,0.95470366786864,0.952188661398631,0.937533193300336,0.964140161750816
cg10266490,0.315173956662428,0.272527467097381,0.317305307558399,0.34820726103168,0.25802192382542,0.234750527654341,0.101749598548179,0.21225525208263,0.0846174631272256,0.295010147648914,0.292027304648423,0.29871334243766,0.181575866319304,0.256126251830937,0.259190140646644,0.329844787982452,0.224646126211629,0.322513520772438,0.283411498778238,0.378525766040574,0.318923901470743,0.266300844819797,0.294455857351221,0.233830207493629,0.320327638991603,0.314081665086709,0.320734441567868,0.302208895367218,0.353452784082469,0.288310118244589,0.404702562928592,0.162235965540384,0.288794738475455,0.205433110492939,0.333904792328944,0.21913920353993,0.285817521782094,0.340092793689438,0.3309622695806,0.315394620769678,0.395324705493486,0.428606863727369,0.15717806617553,0.341688859497148,0.172308336234611,0.30500084211628,0.276885543953034,0.284027990332651,0.319632109646909,0.326026270363169,0.414695236947478,0.327172782318234,0.340513156533228,0.336591138165887,0.263107323631832,0.310257900850253,0.344028667151526,0.371564827529927,0.284529435051236,0.332571189397682,0.280183700649013,0.254812226299866
cg06836772,0.143585680426404,0.156313247137949,0.19920592303908,0.182395665314194,0.171585487800676,0.15076084255818,0.0909805603463739,0.13334200397331,0.0370413956061372,0.192303376424562,0.187440858640309,0.213081011211577,0.170132501728405,0.168561549708463,0.134079270981357,0.192587771937445,0.163446436177041,0.174026075985671,0.202479720617726,0.172603136320359,0.179679445394786,0.180867169758619,0.194625175047249,0.175150259893131,0.201944072705559,0.187486272898384,0.181511873202476,0.184047204098616,0.219895022362,0.178656790025275,0.153545540304432,0.0823452210828968,0.160659272435296,0.154448483632312,0.148777815395219,0.140381649144256,0.16625307748479,0.158407901501585,0.155278381920071,0.167832032206077,0.170355952513241,0.181088586384794,0.144943032293622,0.178094563322391,0.160412199577081,0.165850541128707,0.146107295933476,0.197472948191582,0.154721429102231,0.164950575355131,0.195750639189272,0.149148295455875,0.153363912433476,0.184456405180231,0.1490405747569,0.162011721500981,0.19505815083877,0.113028896342946,0.162764142728589,0.175938546652042,0.157563103114462,0.222354717211614
cg22901840,0.444598846395531,0.433712111054392,0.459284106325114,0.457975897037956,0.453365341186174,0.47376166723406,0.423548603156392,0.458802317085701,0.134162508277795,0.442197225600733,0.44566135467703,0.387259847487988,0.424264053141667,0.439696834424988,0.464279692440191,0.423960510218149,0.527539618038342,0.445838720821119,0.433805896166562,0.383571464109454,0.436598832001469,0.436192427976766,0.435727968619247,0.440830511876201,0.45732642407999,0.48790995086434,0.470328260808772,0.469999477048355,0.440399118405185,0.46525331464253,0.607800481515597,0.466750459638496,0.45986785920249,0.424658695964546,0.414894568325382,0.405253389582163,0.411690553675711,0.466647136199223,0.42868042803267,0.519763136450129,0.408336612300189,0.370661796556702,0.461564293345562,0.567377274988832,0.45448519079854,0.436267694535481,0.449376771178268,0.520303883357675,0.41640422196384,0.525671037654248,0.384511302677744,0.458955193604065,0.500423872584549,0.582141932057965,0.457725132937109,0.50881029315812,0.409062892488952,0.428636289175725,0.460362887133976,0.410078757720242,0.517659040231682,0.460490231814323
cg09118625,0.438764278377291,0.420489179163899,0.422999980116157,0.463971232306543,0.443908672126121,0.488751246934576,0.447007711298767,0.4419748681876,0.0853325377931672,0.441841341503456,0.426179878558446,0.353839586643627,0.383681996822866,0.426020819204384,0.500399239903879,0.403984413501081,0.527841917804697,0.45767784865892,0.451092198038017,0.384633331163384,0.430637268162425,0.416999759180244,0.437987647404348,0.405636103403946,0.437667380079421,0.459517143467823,0.438363369559748,0.455003167432586,0.469614615464922,0.431396909460585,0.615223942240219,0.466132430528137,0.484840085512678,0.413106171412204,0.428513674559436,0.400289426209986,0.40988044384149,0.46175700979388,0.441731128083109,0.527829606659348,0.428638255875099,0.379740887905132,0.462411544415119,0.573167969845705,0.459411449573879,0.450689804075441,0.462435863652265,0.529893614883707,0.413139467741128,0.567827623080095,0.434514733551972,0.481674822772608,0.532816601515702,0.588092595033826,0.482570231769855,0.525121981689515,0.40395960417451,0.348480014615644,0.495604195025933,0.438107456109272,0.519675462839312,0.470981111871286
cg08413469,0.041838290019972,0.0154932244400808,0.0261621594184027,0.0233601045264489,0.0286537832712537,0.0274796679083352,0.0298415002167641,0.0319880059580357,0.0479297460479704,0.0311156173007428,0.0319936841109141,0.029759881915641,0.0411218540020805,0.0357022631164443,0.031761166339918,0.0406249302653791,0.0264023663948045,0.0276056646074461,0.0289454444312917,0.0341138494519513,0.0292484097330744,0.0336061064437716,0.0189256805737164,0.0557548195175335,0.0321998022552098,0.0385083449421995,0.0236699705327179,0.0234795575349825,0.0436729323272904,0.0238608190846246,0.0282019323786467,0.0438343845448621,0.026784198128378,0.0363751733900708,0.049393568432357,0.0290832086530083,0.0232951732770592,0.0302963626640963,0.0327680381238065,0.044499442759554,0.0325679237205978,0.027838933689019,0.0261681353680095,0.0402338259351469,0.0256132809620199,0.0274107400282486,0.0227722507544457,0.0293669153330633,0.0299636423442121,0.0418565033753808,0.0267754434381345,0.0274490356245015,0.0315131342338735,0.0370315312378973,0.0291066585834954,0.0227961472787558,0.0293544519796153,0.0478402179910484,0.0285187625399735,0.0330053141175101,0.0320935082858424,0.0289668518821626
cg19514928,0.0581109480909189,0.0599947737956581,0.0688292516015255,0.0854965426698112,0.065859431730048,0.0577825511689743,0.0621875213266257,0.0710180106556928,0.0195648773390744,0.0705258449447221,0.0628735455409463,0.065136522742265,0.0966472070720973,0.0602800791414425,0.0624214615506995,0.0863942896539058,0.0751305986341343,0.0819534198143662,0.0590463561123302,0.0587991026015279,0.0747612181184518,0.0747158456821428,0.0781471621014785,0.066455790027183,0.0895790511851097,0.0780696174594285,0.075442990255469,0.0774255586269862,0.0743918960122281,0.0437460684322225,0.0818891944447456,0.0632485742591182,0.066790136536206,0.0662153804518844,0.069107032224639,0.0684665974635063,0.0636939686754504,0.0755778756320195,0.0761169376552522,0.0650462349292252,0.0698068976784939,0.0631711125783398,0.07239904204328,0.0813240542293248,0.0640893817515766,0.0668079326860822,0.0818554695065271,0.0622602850784593,0.0641683029103868,0.0634662638670928,0.0659968537810203,0.0548358897954635,0.0647459209172131,0.0664032009233783,0.0661845709124551,0.065696558658633,0.0582036003190647,0.0824879603852399,0.0585612253816354,0.0574448786971716,0.0573027913806073,0.0739018922876339
cg05675373,0.125762990268811,0.089370775364823,0.143491449146338,0.132503610811108,0.167400711397934,0.155766521920681,0.199895358040967,0.107426480750717,0.158675995343553,0.118510100303044,0.147747575772185,0.133897068829353,0.10240208544125,0.123795006311765,0.186383328208196,0.105180230978041,0.15019893530181,0.133493116295077,0.122919659429519,0.115159640235885,0.118754407231515,0.110370864214808,0.0894866928699049,0.168372057491768,0.129319298359265,0.147632608983635,0.158334643093891,0.140139236238867,0.131067129915862,0.144602257045296,0.114888242067803,0.160586108498681,0.143781935612689,0.149459507662009,0.172552247069742,0.135259476010284,0.124643002694327,0.170356970454114,0.1501251336318,0.161225300469891,0.143095293798911,0.139295168104933,0.169820585883942,0.197107962376106,0.164689406977749,0.155654598719312,0.143932030941678,0.144567337918814,0.147925052748581,0.111755649399898,0.120708282013807,0.175090223706531,0.162695548043868,0.184703112948755,0.146881307647378,0.143766551184242,0.115888167149427,0.152695102535127,0.129303242747065,0.146652026618666,0.107820542032193,0.123945939481853
cg10045881,0.667360804863814,0.689719116484118,0.702963757048209,0.657862234799791,0.672399244099084,0.650594935000873,0.586667817899315,0.605166979883762,0.628054522538387,0.58484108970334,0.607139005236179,0.667662955623597,0.82043037279486,0.615193406080024,0.621948590646606,0.782815689953461,0.623576495460668,0.704765082589634,0.626998845389003,0.648460170353541,0.690739193079761,0.665251585544537,0.595239853191881,0.686008467818717,0.7117880805818,0.646969621896337,0.703746374189781,0.722683736750097,0.639342147904407,0.660322831511291,0.800706303254142,0.718105279708791,0.640319351377769,0.615336324948018,0.718738163972179,0.629162599999299,0.670353141402517,0.729787778831338,0.655743313493311,0.583290341777271,0.68792691309564,0.656694250045515,0.605916871360589,0.55386913107718,0.619479419619877,0.666493209891663,0.67191869803064,0.659917230622929,0.670638780251335,0.643333124225072,0.655769866881105,0.64083244743528,0.705944416288312,0.509534400881678,0.684521392752725,0.637742279672025,0.677096555774124,0.833230918253327,0.657689354069707,0.589569138698059,0.766146093187507,0.600073887654104
cg18031008,0.0243746450910104,0.0145057506504171,0.0203536269493487,0.0229370640877695,0.0255846711741756,0.0243950273535885,0.0252356385412443,0.0264947642532596,0.124434526770645,0.024003042773859,0.023602754057001,0.024858413610196,0.0550407124303334,0.0266420359532337,0.02844405794255,0.0210731410593981,0.0197545733775763,0.019971524375219,0.0211989988502164,0.0222783611256786,0.0191824981408019,0.0214158341701385,0.0226581974145925,0.027421151274903,0.0254685169196982,0.0314566365331364,0.0273775710693644,0.0221479115240857,0.0222351128699845,0.0221647358907029,0.0316791973437948,0.0403782459565797,0.0212520466599635,0.0197843193948066,0.0252537941303502,0.0260659994252447,0.0245001835643272,0.0242904122879402,0.0219915384264346,0.0253596340054425,0.0270874304674718,0.0251234424843545,0.0275772108945481,0.0232844738271342,0.0225946299680488,0.0214922645132701,0.0240677047008949,0.0188689650632779,0.0246231411978809,0.0547926473999202,0.0204601132473323,0.0218189950649734,0.0299302265138202,0.0230239372915668,0.0199024211302328,0.0188477894419821,0.0219174708660933,0.0888551310857978,0.0211737882707979,0.0227834806401025,0.0314053429075544,0.0235447303122921
cg07337598,0.801863631060835,0.76150494702461,0.791497887070356,0.773005196076356,0.840228933061761,0.792086230225844,0.888840198899986,0.813169548315351,0.929754193410988,0.809077052202596,0.849655111482902,0.826069752113702,0.939096419786746,0.812844457199023,0.802073541426919,0.866652588051181,0.823993902439636,0.80773366461203,0.803943345125864,0.792827682913544,0.809603187826188,0.75081255835306,0.802418302138039,0.738233852259301,0.687195858096063,0.794243827740839,0.786705094451387,0.728435035077029,0.804509374768136,0.822465432576108,0.856385039505818,0.746289911350142,0.799728091327546,0.828912302266252,0.791141295054555,0.802756838957684,0.808449777719416,0.786438208172814,0.807016843326858,0.860506795749718,0.768097800909828,0.769635669449958,0.793435202187169,0.884062150948703,0.782708586711983,0.786227564078491,0.798151467934384,0.799596221691772,0.753426689911021,0.771496022045034,0.771408733272572,0.813484711451667,0.806415547627103,0.915310364819352,0.81369702117353,0.840496739038611,0.776166942965232,0.801711488691832,0.816177162971439,0.794040954371206,0.748203683910142,0.810316304693299
cg16168311,0.214158082020375,0.169571816038063,0.176601013921446,0.226809693783109,0.210411813422524,0.204066786612181,0.156430209508381,0.171223005605821,0.130011120836412,0.196932434246169,0.20353114081899,0.191907250023245,0.100635901059278,0.17263786198886,0.163954249908982,0.185946203318376,0.179855857317482,0.167929841032496,0.19421382408886,0.178188642732596,0.188058049867482,0.192902503005811,0.198314119333561,0.16795018211608,0.212256822994271,0.22238987328388,0.221787793052256,0.232754795623665,0.205549831638585,0.174442007809931,0.212161006854967,0.166820814484834,0.24079605958984,0.205530158919744,0.200994375351448,0.183920139306119,0.196636289543323,0.202212537229881,0.193414799324855,0.219025279382355,0.209254001060986,0.207740377221068,0.211313591919576,0.225832020891306,0.208843170808215,0.240449037975279,0.201476400845598,0.19190987498796,0.193956833262417,0.153770937095769,0.219791147852848,0.210246361465244,0.235221808328981,0.209246240808146,0.183137551946575,0.194820099088351,0.168112250474754,0.262246770933607,0.205964686650689,0.184775692157627,0.152688123862645,0.19439570501242
cg01459453,0.875497677697684,0.882349381407381,0.899051516425755,0.899378098192097,0.868530996191857,0.856019742065976,0.910262204505694,0.93939105076174,0.931274052791434,0.946466351160812,0.865351673182623,0.911111499174925,0.956557823165234,0.922566836363953,0.961029097696244,0.956426984940602,0.967718107474902,0.946112898570198,0.980831636883112,0.806721944550916,0.828555647199786,0.89808299818551,0.916926202090785,0.867735270475369,0.957488795440515,0.893892673214418,0.840039696488065,0.977385130683627,0.962280262352398,0.920509672715816,0.975790660740663,0.969323584288048,0.955698104502775,0.889595050706996,0.91103853315255,0.849935867156655,0.926338239385377,0.965969259934837,0.961947591613095,0.869825931508771,0.878998469761469,0.905800346627194,0.691491569922548,0.772539161777038,0.95235644955929,0.975756348181451,0.854576690048177,0.817128424792998,0.937837620218386,0.958744296280496,0.798715230154921,0.790638121054717,0.685455369562069,0.783116080384536,0.800748616000926,0.934228688066721,0.968824275745029,0.975472837595048,0.844110948800705,0.817136986492747,0.860694838305732,0.860468520240376
cg02275294,0.106709068707293,0.0816473857741407,0.124019271721725,0.099138104826566,0.0878644460264291,0.0709929086125175,0.045548523053287,0.0803844400067333,0.0122703275945517,0.0938302173833765,0.0847177534348782,0.0513023714961226,0.104825800450629,0.0842691867989878,0.0688974378709765,0.095621137692285,0.0508670293110819,0.10137942297162,0.0726643037817926,0.107614415040978,0.0764300696083241,0.0812654862037893,0.0720183923348169,0.0531780336901908,0.1187118431804,0.111100191213807,0.0884889641514851,0.0772697787842126,0.0788778947521463,0.0646109660214145,0.0865861669090308,0.0602443704499676,0.0726158203253745,0.07942714511049,0.0897353393274783,0.0906041524675081,0.111815155479315,0.0875406384909622,0.106690615925229,0.0691466298167521,0.108201706091289,0.120878258951405,0.0493810756573658,0.100210597396894,0.0700395772917898,0.108445467868212,0.0895338305987686,0.0727810475101629,0.08105462136092,0.0428108258086457,0.113315807919224,0.0795892260526246,0.0784650924526928,0.122454778440437,0.0723423061231213,0.0828260157622491,0.115627738779851,0.137006561573142,0.0814406805232596,0.0821891816544598,0.0641986550085477,0.0734349852924104
cg21870884,0.222323515953033,0.145627712541435,0.18424372799608,0.181151219729161,0.171205882051423,0.194041590633662,0.0960905880090627,0.144765014832512,0.0700939381529048,0.152268104996647,0.18389019209417,0.200519437597602,0.0750516364204011,0.135108735022733,0.192741170396113,0.199203843953506,0.164423291906572,0.197500873277918,0.139326535602123,0.170908344553233,0.192637010562194,0.167744320968438,0.202044216881708,0.150858749865976,0.177475148514385,0.157902679461341,0.191322003328922,0.160980596430829,0.193340920769606,0.143040920610946,0.134763714606255,0.111452717726086,0.172548787686246,0.133308349799936,0.108074397679381,0.193610349251253,0.180342124858897,0.15506843848436,0.192644448579559,0.224778158993452,0.182659588246207,0.173617394442985,0.140949165269618,0.220687804476893,0.140797249221683,0.183265714801195,0.175629559572607,0.186374715046992,0.187867961406832,0.229753044675985,0.186061614204336,0.172761353536744,0.190259734304538,0.244887632137645,0.170651743815744,0.196243706301824,0.179046424004231,0.0410402485868258,0.183219025022114,0.15456519467538,0.172922947603415,0.113000027198354
