ProbeID,GSM1338100,GSM1338101,GSM1338102,GSM1338103,GSM1338104,GSM1338105,GSM1338106,GSM1338107,GSM1338108,GSM1338109,GSM1338110,GSM1338111,GSM1338112,GSM1338113,GSM1338114,GSM1338115,GSM1338116,GSM1338117,GSM1338118,GSM1338119,GSM1338120,GSM1338121,GSM1338122,GSM1338123
cg07337598,0.912812841205028,0.901424860560215,0.891516600542929,0.804748272063146,0.835197103173527,0.903432209607818,0.835993029933918,0.92856652720737,0.775291806627167,0.778145471063805,0.755231818118515,0.830236225362298,0.799384186983656,0.8638512016268,0.822220251876764,0.608972227022641,0.76755135440859,0.799564525909516,0.80421986373809,0.867656663315969,0.871251372699291,0.838831670642681,0.844144500873197,0.807967982125378
cg16168311,0.128037232773918,0.132051272863956,0.135306374700307,0.125320071356894,0.124783674128358,0.147849147291714,0.146890942788551,0.161141722526008,0.123069415033022,0.09799870710256,0.132796687732644,0.122106497532933,0.151074010285578,0.108907892474537,0.146742138052867,0.0936443789109628,0.140402806340623,0.127514608300637,0.162538892340488,0.153856055475405,0.140981934462482,0.161419591934962,0.125018359015234,0.151529370922985
cg01459453,0.88803640264766,0.847005238081923,0.87850600105581,0.974393237044297,0.844004873316182,0.96290060430042,0.983192763941062,0.804411757263695,0.955616176345637,0.916679244077075,0.893742074643879,0.913054838398514,0.908189132011109,0.693050957168537,0.905043791398943,0.964889673548552,0.815777520605075,0.894517695851411,0.908265997337751,0.905228267694742,0.933943939934217,0.970446297718498,0.901615309129976,0.895886258459265
cg02275294,0.116985123207178,0.0447001467022307,0.17255996942823,0.0857290760091857,0.056295269482086,0.111064794786882,0.0669626490286738,0.168136806089867,0.0616140822014433,0.0721210306472682,0.0874915330031882,0.0520666961761901,0.0590938181375388,0.0409715952470829,0.0592842232088696,0.0974248124086454,0.0764428003872276,0.0717682582776142,0.0663259154139235,0.0691614811757565,0.0780502768203758,0.0710907268790407,0.0643046748849882,0.119699659664772
cg21870884,0.264174741004912,0.131551579746204,0.273132059552309,0.202562211651017,0.20353690267851,0.294928112954396,0.156519068427477,0.361980982739393,0.135264654184867,0.170822391929595,0.112024684744924,0.151475366704128,0.161877636156409,0.217533332164639,0.217092663605667,0.263429423585072,0.197211272153773,0.186264026936118,0.12388788543501,0.218754496035966,0.14093532118758,0.165701672647675,0.178604631838946,0.181657350260359
cg15262928,0.0173996822181335,0.0181269981962239,0.016230300417718,0.0194659616377738,0.0180754891010294,0.0230412325209562,0.0214325015983737,0.0153319629363126,0.0211492656677469,0.0177980802752687,0.0165197738305002,0.0152726977837643,0.0218181419912031,0.0116866382955492,0.0200195956143805,0.0263887260481745,0.015118461666601,0.02105199716285,0.0270123409785706,0.0179045321525447,0.0221935451824359,0.0178877864229197,0.0220602168401127,0.0109814812111845
cg24450312,0.0168178307277534,0.0170379187152958,0.0318130819837824,0.0349064116374582,0.0370553387983837,0.0235818920123499,0.0403694205337591,0.0345715136107868,0.0246290980557272,0.0340736021771992,0.0262781421623298,0.0239070936258254,0.024146881345678,0.0308461503590728,0.0406598135275639,0.0259459645206037,0.0383163899588315,0.0401241603599655,0.03718922759338,0.0336865195179129,0.0259532645189033,0.0323378874904557,0.0363769082340015,0.0266676487626094
cg09885951,0.011564630989382,0.0117333866921779,0.0151895213854958,0.0179583383514198,0.0372104196095161,0.0226002910929507,0.0345132513541426,0.0121605300581362,0.0114759265976955,0.0161965906806757,0.0252498193748459,0.0202276380963899,0.0143660854577885,0.0144669741803268,0.0174726856425233,0.015227246745513,0.0112519342795232,0.023809555265454,0.0266847757032495,0.0166998701533809,0.0126826533401263,0.0187719005288631,0.0109529079060588,0.0147015871705094
cg27202708,0.305719461264721,0.41646744855099,0.410909303710737,0.422981909457832,0.263157817986555,0.239861766541017,0.314402047524951,0.326871678583799,0.33581117167775,0.379567992321303,0.398232447774645,0.297280801793473,0.359681935384862,0.283545248858478,0.303481659437095,0.467263714971268,0.248851240315484,0.443125400266483,0.323621214076467,0.303281144720366,0.0583134382486937,0.502913084746446,0.364614155928068,0.349828217165378
cg26043391,0.0270631374115775,0.0256871203683805,0.0375437440676042,0.0264428232657555,0.0388957196101797,0.0202228921949371,0.0276892253998868,0.0147295022453045,0.026905336364937,0.0328979026687279,0.0338109173894969,0.0288806402968668,0.0230351394269411,0.023576940698747,0.0294115065489994,0.0454727161980535,0.0325136212108637,0.0209689574744873,0.0275001489126601,0.0199598065634728,0.0232862390254748,0.0356285655511178,0.0256281330019209,0.0352979349971804
cg09809672,0.54457895372669,0.577424661359505,0.614259097084681,0.695636786493209,0.535021081523785,0.589586846798486,0.741826832438967,0.577961436654287,0.779284203754649,0.649716491757688,0.77162552826923,0.688064469879635,0.668671457044722,0.510551942452818,0.637438001687639,0.778155477006323,0.587121784198842,0.706778136142056,0.752392692856085,0.536325678453013,0.758908309746171,0.740465819630092,0.743581410202957,0.780989779780408
cg11314684,0.443636208267923,0.474371210632545,0.428367657473771,0.522971080675569,0.366737049857368,0.408191166810601,0.526769426878695,0.413682364216502,0.544268380277403,0.553968497018483,0.553401128823379,0.461997264753373,0.469498287836461,0.250795700654963,0.442661183834426,0.642585165744769,0.459063433885,0.501601737234109,0.531224554276875,0.414231768159211,0.483163254414505,0.415255156612987,0.522661668894189,0.50999944992184
cg25657834,0.0509649006671719,0.057120770551679,0.0975382132424839,0.0928035935952863,0.0359106718762155,0.0393861447179311,0.0622932561266802,0.0799280390199514,0.0662918254481573,0.0576569182000528,0.0438840497947615,0.0456197810267698,0.0640324735467236,0.03265062399634,0.0604464853313035,0.0660669893036263,0.097677639679225,0.0386179437095394,0.0380758425231585,0.0480508502020366,0.0411519432653398,0.0420880222445701,0.0801155581715878,0.051336478262734
cg08030082,0.478994901147754,0.464737155274986,0.518461250803196,0.501624773868708,0.482164759066915,0.513110293157516,0.474518583592594,0.570307619080867,0.516976287206724,0.506190547168307,0.503548089270061,0.543532060601095,0.465170753727119,0.441771826408268,0.503097854338418,0.473676196013059,0.471520348173034,0.493391311780609,0.486291225814771,0.541706632984124,0.491195527554518,0.438223014174419,0.472784866775577,0.528244676212887
cg14424579,0.014511473144383,0.0110471553505219,0.0139270315728516,0.0252178816117882,0.0130878716833834,0.00913954918445402,0.00962962562751723,0.0102645975110336,0.0136597983265487,0.0177015197123452,0.0184109367669871,0.01296515691738,0.0106522047642793,0.0170193141073578,0.011158418644258,0.0133649035438927,0.0125460757026652,0.0108839510621362,0.0136544876734533,0.011255645714251,0.0119655629751594,0.0134041359448535,0.013705036872309,0.0143985026549315
cg12351433,0.266255382804409,0.157252692367492,0.288200014210968,0.226098124498345,0.213960059985933,0.324184727992406,0.209522293523158,0.34970662827547,0.175373899585167,0.193984788738292,0.175458080605012,0.205653147683359,0.183338754205818,0.208623480185079,0.287219813848741,0.235526884273007,0.211960069653983,0.237045653308763,0.173407690137477,0.228243944583598,0.193061534403015,0.192264912149692,0.183795139439224,0.251477755422251
cg19273182,0.0377960467804828,0.0301396996006987,0.0243066670816363,0.0369079747744492,0.0246765034273572,0.0367119213809703,0.0335244826452196,0.0602076935697262,0.0305929791532342,0.030632298658545,0.028365441247946,0.0356879080700199,0.0364520782699121,0.037182108636567,0.0433680042538566,0.0357159051353969,0.0428942116813315,0.0332512522004064,0.0368426738101048,0.0388635845996339,0.0307587456985313,0.0353078993045829,0.0264715441592169,0.0366485090455164
cg02154074,0.0794347547030976,0.0388900760858725,0.0412239104532716,0.0715972391012825,0.055912171295867,0.0846221725474103,0.0427364114360099,0.0728864077199276,0.0418605711331002,0.0364986733512357,0.0453944628785701,0.0635806593014185,0.0535918483644037,0.105815223483046,0.0530851798004547,0.0177980009621012,0.061122688083198,0.0350147927117033,0.0274020156254009,0.0592486083922383,0.0395514357151106,0.0521371389689327,0.0424169007524735,0.0355579551650922
cg01968178,0.0794562080146721,0.0432495680977221,0.0934906426245538,0.0661452646252869,0.0519124546958903,0.074746694945033,0.0540623361341898,0.114034889965179,0.0490077283675271,0.0520976757280687,0.0389290294118126,0.0427463781673213,0.0456306664004581,0.0530873617421651,0.0681319303379569,0.129327770135457,0.0469490590662399,0.0558754670690073,0.0554127757872642,0.08062636592161,0.063569872928,0.0559404298448788,0.0545420066884493,0.0752031368406872
cg02972551,0.014826499910016,0.0208966290680701,0.0412057036841362,0.0256833107976111,0.0255003363459973,0.0235106376523423,0.0161614778758801,0.0292344965594968,0.0175841526019754,0.0205609012780161,0.028149047221703,0.0191849245329848,0.0277318883541124,0.0214042710464832,0.0209802486153748,0.027678531011547,0.0230647444803972,0.0216817378424127,0.0268343687056102,0.0186781155421115,0.0304598367825486,0.0171551899734005,0.0309591074469754,0.0238041528267897
cg22809047,0.698910845255579,0.748105069420197,0.734847795488376,0.667769308174236,0.699289682504391,0.768723172770612,0.644759697113367,0.779553835060038,0.627510124276294,0.630940114612583,0.59842882467759,0.686424860213293,0.566517833856991,0.712248435999166,0.632325215569107,0.753062094027325,0.640218094422315,0.671244852019675,0.633780103873844,0.738355195317715,0.580421270369199,0.658935549591561,0.636033152577319,0.693089975733314
cg21378206,0.96049399131888,0.980856286446369,0.975187482498356,0.969557705381224,0.96461472906866,0.964117557130594,0.962915830266545,0.970197463212702,0.950590650737462,0.948584744269294,0.963371278214582,0.973573495737662,0.969221030070079,0.978484860648837,0.982209712607887,0.941484020968329,0.973846466395597,0.962205387566049,0.94727167438648,0.959800557693796,0.957661160910533,0.959972590327402,0.963005052821766,0.960449800801723
cg17099569,0.650844738840062,0.773096308975755,0.688258575161768,0.848611727867382,0.841849574480246,0.79782928299502,0.882347464662989,0.749316526353177,0.900673993268246,0.909440566697081,0.858166614970611,0.889769630591906,0.866530832201642,0.8636834146584,0.778203527711191,0.160104156476687,0.862872353796292,0.892818157362501,0.892057736440394,0.885589009910176,0.852271312406533,0.862780039363639,0.877012654543543,0.869348914145906
cg08251036,0.969312646813432,0.977950144325212,0.976570971920836,0.971759655986717,0.968305717884274,0.944536279335118,0.966018010899777,0.968140091348771,0.957251881559764,0.949175644779793,0.963036619831416,0.960034225164751,0.96498515475947,0.973944146716278,0.969516551886392,0.147625186573114,0.978927999650511,0.977751021233587,0.912667650773745,0.974059986719128,0.967144597824433,0.967014686088915,0.968067174740344,0.968158845219583
cg05847778,0.0111350698638792,0.0172818831196589,0.0150977235654479,0.0210450497268155,0.0126111913334326,0.0141193974996213,0.0158703291901247,0.00959310953650321,0.0136563215607528,0.0166308415286404,0.0180070045388636,0.0165287822041576,0.0152001619167822,0.018617394045065,0.0106215794367099,0.0162041157564318,0.0130078306382774,0.0142203693754497,0.0204825498611808,0.0209336270567518,0.0171435792992701,0.0173353868268446,0.00911474230967641,0.0117817157741246
cg13038560,0.940513319013703,0.9697096801077,0.950313246546461,0.95728528478043,0.97031677402276,0.938055235188197,0.963632174909855,0.964351500326377,0.965863251601579,0.974493422809545,0.958591615256851,0.969220980995257,0.953139587998809,0.96543007298448,0.961219392547842,0.968585884942641,0.965718129371036,0.968359883200053,0.972836603512884,0.961926349578943,0.971931456411114,0.958022594377562,0.962269019633407,0.961103270413535
cg03947362,0.0214718143133578,0.0205846069462184,0.019769222434925,0.0189443654163733,0.0203420075624028,0.0202592651639078,0.0201752757796069,0.0323464693807539,0.0218947610951463,0.0266373727863659,0.0175338698987609,0.0178949250265091,0.0182320892506327,0.0240878885769948,0.0215709242358352,0.0189664165008004,0.0244040284471732,0.0208443191904337,0.017042649432592,0.0199270022609391,0.0248464974413432,0.0208976870508996,0.0381781513095559,0.0197563483910079
cg11388238,0.0328848143004241,0.018978442255413,0.0299389441414321,0.0212039747364889,0.0180184702853821,0.0440024358323166,0.0345938148258279,0.0444825730757578,0.0250227367326983,0.0271819510178111,0.0227516701116954,0.0219065668588085,0.0252300248236346,0.0169421112900169,0.0234804023702339,0.0226311061947466,0.0199560998376811,0.029757033319543,0.0254403279906144,0.0269628625654308,0.0330743802671926,0.022514492430378,0.035535360801192,0.0325912329199827
cg10376763,0.975168873270182,0.978197018628002,0.983253713654282,0.979494115126174,0.982091803227998,0.985564800281407,0.964800543638751,0.980886847474553,0.977925682343866,0.973647212574644,0.98093062718167,0.980537113480361,0.975092047671359,0.983603348555263,0.97977167756779,0.978684825630546,0.974074382757035,0.974607314743744,0.978710419414271,0.98459451416782,0.974613284515784,0.976139150320095,0.978106752780569,0.978169533390479
cg10523019,0.0578094434607308,0.0415357391403414,0.0728739938422371,0.0614818592913464,0.118230006422599,0.166765165814603,0.0644154881894683,0.136772642086157,0.0455265570689661,0.0452826928816221,0.0486189364448167,0.0557764168689167,0.0823775065331709,0.0810067331626344,0.0971456299748139,0.034833418237898,0.0713888516941455,0.075742021154582,0.0614082355833628,0.0546233782630569,0.0431948496822452,0.0669415217688711,0.0513827491182985,0.0538522579821146
cg14329157,0.180044955204053,0.0898715101467741,0.196636418156392,0.187933197799436,0.165812219561234,0.20995142347602,0.106811093610267,0.263101971569685,0.0831167650732621,0.0961152849428263,0.134372718949951,0.118821492453046,0.126825810579172,0.137523061769261,0.123469979842917,0.227371051692124,0.116828590176625,0.101815958269352,0.112190810452659,0.140852954826294,0.095570432998278,0.145438709836254,0.123258651724283,0.119983978699896
cg20795863,0.982151390975576,0.979396817373363,0.982523434548681,0.981962358441402,0.982350437801921,0.98102020580418,0.984131436481922,0.982276985827399,0.982873131961008,0.988134099486036,0.981006987759815,0.978909442497013,0.983025256525972,0.984210501746083,0.978413089837223,0.964803022571971,0.974982561365547,0.985068360441555,0.981052305479306,0.985079149624893,0.983213017479423,0.984836817533137,0.983702759620369,0.986227478541674
cg25781123,0.0119596961838983,0.0127537586767799,0.029011038701095,0.0125223198600713,0.0146634847976408,0.0386381460748332,0.0211794248760395,0.0675860842605901,0.0185486760140717,0.0151250993796833,0.0152498825819982,0.0173859194862085,0.0267298885483301,0.0242818554808351,0.0144188469898375,0.0165139035647251,0.0204277894299845,0.0168452739529865,0.0240211301734275,0.011396470520962,0.0164865248836643,0.0131276781808634,0.0238470985803392,0.0253902882552834
cg04005032,0.0248723043584494,0.0429947692810592,0.0244659132110976,0.0220954625232144,0.0228365802815964,0.0233858197854039,0.0263875927055889,0.0264462628961581,0.0187970633260389,0.0347833151396398,0.027131551370602,0.0214882965137795,0.0253392333561699,0.0149729112470204,0.0295555663745518,0.027789375585145,0.0323389843519968,0.0275130966297874,0.0392380864968711,0.0347304240724372,0.0260382431698868,0.0259977006935069,0.0159106077527359,0.0449046307469866
cg23180365,0.0158238923650649,0.0131364468536856,0.0190075449227642,0.0195679837007448,0.0219755327230391,0.0197793891007572,0.0243361901076455,0.0181042412210458,0.0250300607956378,0.0176159867144595,0.0180464508172914,0.0240484926047036,0.0216481420657142,0.020843927285737,0.01385637624422,0.0235286600465304,0.0247902390936754,0.0165268828227517,0.0258380090408992,0.0166912885256149,0.0156954650511951,0.0153943493519142,0.0205127133542856,0.020398742127768
cg12941369,0.349856592745803,0.340859669704077,0.373536987338191,0.470257706190595,0.330869837859507,0.435317136139012,0.291009602355532,0.418014324438678,0.426615555151778,0.496374966071154,0.457395379822232,0.468826305827122,0.443902519681904,0.410714368054116,0.401200440323615,0.667606997975963,0.295479635041092,0.227075490451656,0.256469037365962,0.438719192825635,0.297358159860209,0.417377493877271,0.350496956700063,0.504942623881352
cg25411725,0.925585089256102,0.936160008083606,0.935827666750881,0.916009853035647,0.947290974662694,0.93850124257693,0.918015509858762,0.94243711718983,0.940135413294993,0.954981819465554,0.949470152460915,0.955004587711026,0.943385947927569,0.945532693188658,0.957233132504387,0.945588404687939,0.911558901201539,0.928715118355308,0.960418092970146,0.955009448442759,0.936019041908125,0.952869841494092,0.953721410506061,0.975536543157374
cg12413566,0.879699607859316,0.928226634708515,0.890279163127106,0.920776111976326,0.89687235008059,0.877106168325657,0.924492978121842,0.864375550207736,0.94948798377896,0.921499888429942,0.947910859284371,0.926246374538415,0.944262175137432,0.899586576649336,0.923659241131958,0.908667677764278,0.916514479701732,0.933941368593197,0.919683159527538,0.901776046587024,0.934256913082856,0.937789035483207,0.954022095648266,0.928596025326456
cg06117855,0.130722742813843,0.0533749156219414,0.167357222103009,0.172714804160485,0.086218718483579,0.212357824810605,0.203700509920674,0.221080193532026,0.220736681999494,0.15465485972685,0.194587374580583,0.133237685957548,0.156258260979996,0.0941313914473491,0.194971882160024,0.353949126804524,0.176157880817471,0.194559718007672,0.181327294881399,0.124950150871341,0.19408685264334,0.110601066343601,0.245484005760967,0.231587599124883
cg08186124,0.0130753165803,0.0130448075695389,0.0140152440269789,0.0108528679907809,0.00699587477087406,0.0181589458160772,0.0123916674161871,0.0180540905216175,0.0254403503299388,0.012848332024128,0.0110420235710805,0.012991943687551,0.0107584828675722,0.00942106121994722,0.0088187988875763,0.0141720250193601,0.0120958206607345,0.013659659047633,0.0125393427039528,0.0163665859147111,0.0128793856552874,0.0110645516319741,0.00894191034168845,0.012890916323119
cg26614073,0.479123748286069,0.673539941517879,0.553003495190531,0.613560060880213,0.536484562382468,0.524687990915004,0.661344790472542,0.522466906775482,0.64849582262102,0.629833883064434,0.661070953967984,0.564104369433079,0.600809859263438,0.5357382499411,0.666324276912867,0.707256965423103,0.623707836274672,0.654567738319501,0.656218891416701,0.575167282587015,0.634218185240333,0.601536850545481,0.556297321139077,0.644740398216702
cg20524216,0.0195787032065559,0.0217957673232458,0.0195138468774841,0.0290589703237908,0.0254898938777007,0.0209287467517426,0.0322249295216885,0.0257966008132981,0.0229348448099151,0.0214188502859301,0.0326750848663639,0.0282546330364258,0.0276749787599991,0.0163502285396797,0.02678130144049,0.0162653190284203,0.0265619653610003,0.0175987447204373,0.0385682149865417,0.018634875968128,0.0292419194626422,0.0417226102899444,0.0206404187861092,0.0265443217225134
cg18984151,0.104272135339416,0.146103380711055,0.219691826556277,0.249800558870844,0.162386821358579,0.192846362734114,0.109150799409254,0.22378662599246,0.145429419486528,0.153036344795955,0.0998819264592566,0.10511141281952,0.164897398190158,0.31044589576394,0.23711551942755,0.285134346937806,0.224221057410494,0.216299195730004,0.147261854420585,0.0855626814789035,0.184263041925962,0.0568691919040727,0.155249507090847,0.159277240734658
cg15988232,0.510285048241018,0.516271011549404,0.579887162533631,0.40801951416892,0.407691975384218,0.597179166998037,0.374809568213209,0.557393892073499,0.364236961350802,0.371207980438479,0.417928936782071,0.465234612056281,0.417980348199987,0.532983502991041,0.411775139194287,0.476152025809915,0.464999013469015,0.40845983058307,0.363931813618739,0.493255513202122,0.404787352570926,0.40981285649006,0.447446761665491,0.46287624537534
cg03019000,0.582702236000568,0.917527746653231,0.727481415192807,0.754965861958649,0.851498751704872,0.704777375906054,0.801472715982293,0.643087835741911,0.823429960260896,0.808863374204237,0.7920087036525,0.832182808296869,0.827633284166971,0.877166704410283,0.777742891402948,0.96985922073812,0.805721641634532,0.739173384946329,0.848448631724671,0.741139841091762,0.80976841801699,0.877311923963116,0.815575081409372,0.8927611130827
